Date Event Generated,Instrument Type,Installed Product ID,System Name,Event Description,Component,Error ID,Source of Event,Location,Status,Exp Date,Closed Reason
mon jun 06 2022 23:24:28 gmt+0000,akta pure 150l,29046665-1803232,pure,no asset data received for over 1 hour,nan,nan,connectivity,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
mon jun 06 2022 23:24:28 gmt+0000,akta avant 25,28930842-2628404,avant 4,no asset data received for over 1 hour,nan,nan,connectivity,"bryan, united states of america",closed,2024-07-19t00:00:00.000z,no action required
mon jun 06 2022 22:25:20 gmt+0000,akta avant 25,28930842-1521342,avant,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
mon jun 06 2022 21:26:18 gmt+0000,akta pure 25 l1,29018225-2509860,03_pure25_2509860,position adjust.,eis.frac_15,75.0,vid service log,"austin, united states of america",closed,2023-05-29t00:00:00.000z,customer resolved on own
mon jun 06 2022 19:10:06 gmt+0000,akta pure 25 l1,29018225-2214579,02_pure25_2214579,valve position error.,eis.valve_5,21.0,vid service log,"austin, united states of america",closed,2023-05-10t00:00:00.000z,service case created
mon jun 06 2022 19:03:40 gmt+0000,akta avant 25,28930842-2584237,avant2,drop hold failed to run.,eis.frac_15,61.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
mon jun 06 2022 18:54:01 gmt+0000,akta avant 25,28930842-1521342,avant,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
mon jun 06 2022 16:11:15 gmt+0000,akta pure 25 l1,29018225-1687455,01_pure25_1687455,the module has high cpu load.,eis.pump_2,4.0,vid service log,"austin, united states of america",closed,2023-05-10t00:00:00.000z,no action required
fri jun 03 2022 14:52:05 gmt+0000,akta avant 150,28976337-2735487,19-7010,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,nan,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
fri jun 03 2022 14:52:04 gmt+0000,akta avant 150,28976337-2735487,19-7010,an alarmed hatch was opened.,eis.frac_16,23.0,nan,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
fri jun 03 2022 05:13:40 gmt+0000,akta avant 25,28930842-2609121,05_avant25_2609121,can bus resend warning.,eis.icu_1,32.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
thu jun 02 2022 23:09:13 gmt+0000,akta avant 25,28930842-2814045,avant 5,drop hold failed to run.,eis.frac_15,61.0,vid service log,"bryan, united states of america",closed,2024-12-13t00:00:00.000z,no action required
thu jun 02 2022 22:44:04 gmt+0000,akta avant 25,28930842-2814045,avant 5,drop hold failed to run.,eis.frac_15,61.0,vid service log,"bryan, united states of america",closed,2024-12-13t00:00:00.000z,no action required
thu jun 02 2022 22:27:07 gmt+0000,akta avant 25,28930842-2719230,19-7012,temperature over range. the temperature data over 80 °c will give bad accuracy.,eis.cond_10,30.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,duplicate event
thu jun 02 2022 22:17:01 gmt+0000,akta avant 25,28930842-2814045,avant 5,accumulator mode is now running without drop hold.,eis.frac_15,70.0,vid service log,"bryan, united states of america",closed,2024-12-13t00:00:00.000z,no action required
thu jun 02 2022 22:17:01 gmt+0000,akta avant 25,28930842-2814045,avant 5,drop hold failed to run.,eis.frac_15,61.0,vid service log,"bryan, united states of america",closed,2024-12-13t00:00:00.000z,no action required
thu jun 02 2022 21:17:10 gmt+0000,akta avant 150,28976337-2721728,19-7005,only one of the codes was read properly during the detection process. the system will work ok but check the cassette before you use it the next time.,eis.frac_15,46.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
thu jun 02 2022 21:16:54 gmt+0000,akta avant 150,28976337-2721728,19-7005,an alarmed hatch was opened.,eis.frac_16,23.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
thu jun 02 2022 20:56:08 gmt+0000,akta avant 25,28930842-2814045,avant 5,drop hold failed to run.,eis.frac_15,61.0,vid service log,"bryan, united states of america",closed,2024-12-13t00:00:00.000z,no action required
thu jun 02 2022 20:49:26 gmt+0000,akta avant 25,28930842-2584237,avant2,fraction collector arm is blocked or internal fault in the fraction collector. power off the instrument and check for obstruction inside the fraction collector. power on the instrument and try again.,eis.frac_15,20.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,duplicate event
thu jun 02 2022 20:12:53 gmt+0000,akta avant 25,28930842-2609121,05_avant25_2609121,can bus resend warning.,eis.icu_1,32.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
thu jun 02 2022 19:41:42 gmt+0000,akta avant 25,28930842-2584237,avant2,fraction collector arm is blocked or internal fault in the fraction collector. power off the instrument and check for obstruction inside the fraction collector. power on the instrument and try again.,eis.frac_15,20.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,duplicate event
thu jun 02 2022 15:47:15 gmt+0000,akta avant 25,28930842-2584237,avant2,drop sync sensor failed to detect a drop.,eis.frac_15,73.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,duplicate event
thu jun 02 2022 14:57:15 gmt+0000,akta avant 25,28930842-2584237,avant2,no drops detected during drop sync.,eis.frac_15,52.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,duplicate event
thu jun 02 2022 14:39:17 gmt+0000,akta avant 25,28930842-2584237,avant2,error during fraction collector sync of the x-axis.,eis.frac_15,30.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
thu jun 02 2022 14:21:45 gmt+0000,akta pure 150m,29046694-1917678,akta pure 150,pump head is blocked or there is an error in the pump.,eis.pump_2,52.0,vid service log,"malvern, united states",closed,2023-03-11t00:00:00.000z,customer resolved on own
thu jun 02 2022 12:02:57 gmt+0000,akta avant 25,28930842-2719230,19-7012,bad temperature data.,eis.ph_11,22.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,service case created
thu jun 02 2022 12:02:57 gmt+0000,akta avant 25,28930842-2719230,19-7012,temperature over range. the temperature data over 80 °c will give bad accuracy.,eis.cond_10,30.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,service case created
thu jun 02 2022 08:25:25 gmt+0000,akta avant 25,28930842-2609121,05_avant25_2609121,can bus resend warning.,eis.icu_1,32.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
thu jun 02 2022 03:54:54 gmt+0000,akta avant 25,28930842-2584237,avant2,drop sync sensor failed to detect a drop.,eis.frac_15,73.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,duplicate event
thu jun 02 2022 03:54:54 gmt+0000,akta avant 25,28930842-2584237,avant2,no drops detected during drop sync.,eis.frac_15,52.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,duplicate event
wed jun 01 2022 23:31:47 gmt+0000,akta avant 25,28930842-2609121,05_avant25_2609121,can bus resend warning.,eis.icu_1,32.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
wed jun 01 2022 22:54:53 gmt+0000,akta avant 25,28930842-2584237,avant2,no drops detected during drop sync.,eis.frac_15,52.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,customer resolved on own
wed jun 01 2022 16:41:28 gmt+0000,akta avant 150,28976337-1847413,19-5057,valve position not found.,eis.valve_5,22.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,service case created
wed jun 01 2022 14:03:35 gmt+0000,akta avant 25,28930842-1521342,avant,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
wed jun 01 2022 14:03:16 gmt+0000,akta avant 25,28930842-1521342,avant,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
wed jun 01 2022 13:01:15 gmt+0000,akta avant 25,28930842-2720136,19-7003,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
wed jun 01 2022 13:01:14 gmt+0000,akta avant 25,28930842-2720136,19-7003,an alarmed hatch was opened.,eis.frac_16,23.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
wed jun 01 2022 13:01:09 gmt+0000,akta avant 25,28930842-2720136,19-7003,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,system audit trail,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
wed jun 01 2022 13:01:08 gmt+0000,akta avant 25,28930842-2720136,19-7003,an alarmed hatch was opened.,eis.frac_16,23.0,system audit trail,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
wed jun 01 2022 03:27:11 gmt+0000,akta avant 25,28930842-2720136,19-7003,drop hold failed to run.,eis.frac_15,61.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
wed jun 01 2022 02:44:28 gmt+0000,akta avant 25,28930842-2584237,avant2,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
wed jun 01 2022 01:43:14 gmt+0000,akta avant 25,28930842-2584237,avant2,accumulator mode is now running without drop hold.,eis.frac_15,70.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
wed jun 01 2022 01:37:13 gmt+0000,akta avant 25,28930842-2584237,avant2,drop hold failed to run.,eis.frac_15,61.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
wed jun 01 2022 01:37:11 gmt+0000,akta avant 25,28930842-2584237,avant2,drop hold failed to run.,eis.frac_15,61.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue may 31 2022 23:44:28 gmt+0000,akta avant 25,28930842-2720136,19-7003,drop hold failed to run.,eis.frac_15,61.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
tue may 31 2022 23:44:28 gmt+0000,akta avant 25,28930842-2720136,19-7003,accumulator mode is now running without drop hold.,eis.frac_15,70.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
tue may 31 2022 23:32:17 gmt+0000,akta avant 25,28930842-2584237,avant2,accumulator mode is now running without drop hold.,eis.frac_15,70.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue may 31 2022 23:26:16 gmt+0000,akta avant 25,28930842-2584237,avant2,drop hold failed to run.,eis.frac_15,61.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue may 31 2022 23:26:15 gmt+0000,akta avant 25,28930842-2584237,avant2,drop hold failed to run.,eis.frac_15,61.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue may 31 2022 22:47:20 gmt+0000,akta avant 25,28930842-2720136,19-7003,no drops detected during drop sync.,eis.frac_15,52.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
tue may 31 2022 21:57:50 gmt+0000,akta avant 25,28930842-2584237,avant2,no drops detected during drop sync.,eis.frac_15,52.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue may 31 2022 21:44:46 gmt+0000,akta avant 25,28930842-2720136,19-7003,drop hold failed to run.,eis.frac_15,61.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
tue may 31 2022 21:21:08 gmt+0000,akta avant 150,28976337-2663574,19-5071,an alarmed hatch was opened.,eis.frac_16,23.0,nan,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
tue may 31 2022 20:32:14 gmt+0000,akta avant 150,28976337-1847413,19-5057,valve position not found.,eis.valve_5,22.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,duplicate event
tue may 31 2022 19:48:50 gmt+0000,akta avant 25,28930842-1521342,avant,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
fri may 27 2022 11:26:04 gmt+0000,akta avant 25,28930842-2609121,05_avant25_2609121,can bus resend warning.,eis.icu_1,32.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
